Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-03 00:00:00+00:00,1.3521919250488281,1.3526124954223633,1.3516253232955933,1.3518811464309692,1.3518811464309692,0
2022-01-03 01:00:00+00:00,1.3517898321151733,1.353033423423767,1.3512052297592163,1.3517714738845825,1.3517714738845825,0
2022-01-03 02:00:00+00:00,1.3517898321151733,1.3517898321151733,1.3504389524459839,1.3504389524459839,1.3504389524459839,0
2022-01-03 03:00:00+00:00,1.3504753112792969,1.3506031036376953,1.3495277166366577,1.3500195741653442,1.3500195741653442,0
2022-01-03 04:00:00+00:00,1.3496551513671875,1.3506578207015991,1.3492181301116943,1.3498555421829224,1.3498555421829224,0
2022-01-03 05:00:00+00:00,1.3498737812042236,1.3501471281051636,1.34916353225708,1.3499648571014404,1.3499648571014404,0
2022-01-03 06:00:00+00:00,1.3499284982681274,1.3508403301239014,1.3493455648422241,1.350694179534912,1.350694179534912,0
2022-01-03 07:00:00+00:00,1.3506031036376953,1.3507490158081055,1.349582314491272,1.3501836061477661,1.3501836061477661,0
2022-01-03 08:00:00+00:00,1.3504024744033813,1.352338194847107,1.3503295183181763,1.3522467613220215,1.3522467613220215,0
2022-01-03 09:00:00+00:00,1.3522101640701294,1.3527954816818237,1.3513513803482056,1.3518445491790771,1.3518445491790771,0
2022-01-03 10:00:00+00:00,1.3521004915237427,1.3525760173797607,1.3509496450424194,1.3514609336853027,1.3514609336853027,0
2022-01-03 11:00:00+00:00,1.3512235879898071,1.3522833585739136,1.350694179534912,1.35111403465271,1.35111403465271,0
2022-01-03 12:00:00+00:00,1.3510956764221191,1.351186990737915,1.3500378131866455,1.3506031036376953,1.3506031036376953,0
2022-01-03 13:00:00+00:00,1.3501653671264648,1.3504024744033813,1.3481448888778687,1.3487086296081543,1.3487086296081543,0
2022-01-03 14:00:00+00:00,1.34865403175354,1.3492363691329956,1.3459855318069458,1.3462210893630981,1.3462210893630981,0
2022-01-03 15:00:00+00:00,1.3460218906402588,1.3464024066925049,1.343273639678955,1.3446462154388428,1.3446462154388428,0
